2025-06-18 16:56:32 - INFO - Logging is set up.
2025-06-18 16:56:32 - INFO - 训练配置参数:
{'seed': 42, 'epochs': 1000, 'batch_size': 5, 'num_classes': 2, 'learning_rate': 0.001, 'dataset_path': './datasets/LA', 'log_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V14_2/Training.log', 'pth_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V14_2/Pth', 'tensorboard_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V14_2/Train', 'continue_train': False, 'multi_gpu': True, 'training_label_num': 16, 'training_unlabel_num': 64, 'label_bs': 1, 'unlabel_bs': 4, 'consistency_weight': 0.3, 'pretrained_weights': None}
2025-06-18 16:56:33 - INFO - 使用 2 个GPU
2025-06-18 16:56:33 - INFO - 模型总参数: 88,863,607
2025-06-18 16:56:33 - INFO - 可训练参数: 88,863,607
2025-06-18 16:56:59 - INFO - Epoch 1/1000, Loss: 0.9141, Dice: 0.9032, MSE: 0.0364
2025-06-18 16:57:22 - INFO - Epoch 2/1000, Loss: 0.8774, Dice: 0.8644, MSE: 0.0433
2025-06-18 16:57:45 - INFO - Epoch 3/1000, Loss: 0.7085, Dice: 0.6969, MSE: 0.0385
2025-06-18 16:58:08 - INFO - Epoch 4/1000, Loss: 0.7215, Dice: 0.7085, MSE: 0.0435
2025-06-18 16:58:32 - INFO - Epoch 5/1000, Loss: 0.6482, Dice: 0.6353, MSE: 0.0432
2025-06-18 16:58:55 - INFO - Epoch 6/1000, Loss: 0.5749, Dice: 0.5615, MSE: 0.0444
2025-06-18 16:59:18 - INFO - Epoch 7/1000, Loss: 0.5742, Dice: 0.5581, MSE: 0.0536
2025-06-18 16:59:42 - INFO - Epoch 8/1000, Loss: 0.5607, Dice: 0.5458, MSE: 0.0496
2025-06-18 17:00:05 - INFO - Epoch 9/1000, Loss: 0.5495, Dice: 0.5330, MSE: 0.0551
2025-06-18 17:00:28 - INFO - Epoch 10/1000, Loss: 0.5665, Dice: 0.5506, MSE: 0.0527
2025-06-18 17:00:52 - INFO - Epoch 11/1000, Loss: 0.5499, Dice: 0.5350, MSE: 0.0498
2025-06-18 17:01:15 - INFO - Epoch 12/1000, Loss: 0.5115, Dice: 0.4948, MSE: 0.0557
2025-06-18 17:01:38 - INFO - Epoch 13/1000, Loss: 0.5526, Dice: 0.5376, MSE: 0.0499
2025-06-18 17:02:02 - INFO - Epoch 14/1000, Loss: 0.5559, Dice: 0.5409, MSE: 0.0501
2025-06-18 17:02:25 - INFO - Epoch 15/1000, Loss: 0.5169, Dice: 0.5009, MSE: 0.0536
2025-06-18 17:02:48 - INFO - Epoch 16/1000, Loss: 0.5424, Dice: 0.5266, MSE: 0.0528
2025-06-18 17:03:12 - INFO - Epoch 17/1000, Loss: 0.4423, Dice: 0.4242, MSE: 0.0602
2025-06-18 17:03:35 - INFO - Epoch 18/1000, Loss: 0.4631, Dice: 0.4464, MSE: 0.0557
2025-06-18 17:03:59 - INFO - Epoch 19/1000, Loss: 0.4526, Dice: 0.4352, MSE: 0.0581
2025-06-18 17:04:22 - INFO - Epoch 20/1000, Loss: 0.4313, Dice: 0.4143, MSE: 0.0569
2025-06-18 17:04:23 - INFO - 模型已保存至: epoch_20.pth
2025-06-18 17:04:47 - INFO - Epoch 21/1000, Loss: 0.5054, Dice: 0.4878, MSE: 0.0585
2025-06-18 17:05:10 - INFO - Epoch 22/1000, Loss: 0.4588, Dice: 0.4403, MSE: 0.0616
2025-06-18 17:05:34 - INFO - Epoch 23/1000, Loss: 0.4278, Dice: 0.4098, MSE: 0.0600
2025-06-18 17:05:57 - INFO - Epoch 24/1000, Loss: 0.4056, Dice: 0.3875, MSE: 0.0605
2025-06-18 17:06:21 - INFO - Epoch 25/1000, Loss: 0.3806, Dice: 0.3610, MSE: 0.0652
2025-06-18 17:06:44 - INFO - Epoch 26/1000, Loss: 0.4162, Dice: 0.3981, MSE: 0.0603
2025-06-18 17:07:07 - INFO - Epoch 27/1000, Loss: 0.4089, Dice: 0.3857, MSE: 0.0773
2025-06-18 17:07:31 - INFO - Epoch 28/1000, Loss: 0.4317, Dice: 0.4104, MSE: 0.0709
2025-06-18 17:07:54 - INFO - Epoch 29/1000, Loss: 0.4388, Dice: 0.4184, MSE: 0.0679
2025-06-18 17:08:17 - INFO - Epoch 30/1000, Loss: 0.4362, Dice: 0.4193, MSE: 0.0562
2025-06-18 17:08:41 - INFO - Epoch 31/1000, Loss: 0.3465, Dice: 0.3264, MSE: 0.0670
2025-06-18 17:09:04 - INFO - Epoch 32/1000, Loss: 0.4103, Dice: 0.3897, MSE: 0.0686
2025-06-18 17:09:28 - INFO - Epoch 33/1000, Loss: 0.4079, Dice: 0.3882, MSE: 0.0656
2025-06-18 17:09:51 - INFO - Epoch 34/1000, Loss: 0.4009, Dice: 0.3828, MSE: 0.0603
2025-06-18 17:10:14 - INFO - Epoch 35/1000, Loss: 0.3482, Dice: 0.3269, MSE: 0.0707
