2025-07-16 01:51:09 - INFO - Logging is set up.
2025-07-16 01:51:09 - INFO - 训练配置参数:
{'seed': 42, 'epochs': 1000, 'batch_size': 2, 'num_classes': 2, 'learning_rate': 0.001, 'dataset_path': './datasets/LA', 'log_path': './result/SAM3D_VNet_SSL/LA_8_SemiSupervised_V15_2/Training.log', 'pth_path': './result/SAM3D_VNet_SSL/LA_8_SemiSupervised_V15_2/Pth', 'tensorboard_path': './result/SAM3D_VNet_SSL/LA_8_SemiSupervised_V15_2/Train', 'continue_train': False, 'multi_gpu': True, 'training_label_num': 8, 'training_unlabel_num': 72, 'label_bs': 1, 'unlabel_bs': 1, 'consistency_weight': 0.2, 'pretrained_weights': './result/VNet_Multi_V5/LA_8/Pth/Best.pth'}
2025-07-16 01:51:11 - INFO - 使用 2 个GPU
2025-07-16 01:51:11 - INFO - 模型总参数: 106,282,084
2025-07-16 01:51:11 - INFO - 可训练参数: 106,282,084
2025-07-16 01:51:24 - INFO - Epoch 1/1000, Loss: 0.9088, Dice: 0.9001, MSE: 0.0435
2025-07-16 01:51:34 - INFO - Epoch 2/1000, Loss: 0.6957, Dice: 0.6860, MSE: 0.0483
2025-07-16 01:51:44 - INFO - Epoch 3/1000, Loss: 0.6718, Dice: 0.6618, MSE: 0.0504
2025-07-16 01:51:54 - INFO - Epoch 4/1000, Loss: 0.6359, Dice: 0.6275, MSE: 0.0420
2025-07-16 01:52:05 - INFO - Epoch 5/1000, Loss: 0.5597, Dice: 0.5493, MSE: 0.0518
2025-07-16 01:52:14 - INFO - Epoch 6/1000, Loss: 0.6323, Dice: 0.6265, MSE: 0.0294
2025-07-16 01:52:25 - INFO - Epoch 7/1000, Loss: 0.5224, Dice: 0.5139, MSE: 0.0426
2025-07-16 01:52:35 - INFO - Epoch 8/1000, Loss: 0.5489, Dice: 0.5403, MSE: 0.0431
2025-07-16 01:52:45 - INFO - Epoch 9/1000, Loss: 0.4941, Dice: 0.4834, MSE: 0.0534
2025-07-16 01:52:55 - INFO - Epoch 10/1000, Loss: 0.4390, Dice: 0.4282, MSE: 0.0538
2025-07-16 01:53:06 - INFO - Epoch 11/1000, Loss: 0.4699, Dice: 0.4604, MSE: 0.0479
2025-07-16 01:53:16 - INFO - Epoch 12/1000, Loss: 0.3723, Dice: 0.3604, MSE: 0.0595
2025-07-16 01:53:26 - INFO - Epoch 13/1000, Loss: 0.4086, Dice: 0.3988, MSE: 0.0488
2025-07-16 01:53:36 - INFO - Epoch 14/1000, Loss: 0.4626, Dice: 0.4520, MSE: 0.0526
2025-07-16 01:53:47 - INFO - Epoch 15/1000, Loss: 0.3639, Dice: 0.3517, MSE: 0.0606
2025-07-16 01:53:57 - INFO - Epoch 16/1000, Loss: 0.3320, Dice: 0.3182, MSE: 0.0691
2025-07-16 01:54:07 - INFO - Epoch 17/1000, Loss: 0.3482, Dice: 0.3371, MSE: 0.0556
2025-07-16 01:54:17 - INFO - Epoch 18/1000, Loss: 0.3066, Dice: 0.2915, MSE: 0.0758
2025-07-16 01:54:28 - INFO - Epoch 19/1000, Loss: 0.2711, Dice: 0.2594, MSE: 0.0586
2025-07-16 01:54:37 - INFO - Epoch 20/1000, Loss: 0.4053, Dice: 0.3938, MSE: 0.0578
2025-07-16 01:54:39 - INFO - 模型已保存至: epoch_20.pth
2025-07-16 01:54:49 - INFO - Epoch 21/1000, Loss: 0.2913, Dice: 0.2783, MSE: 0.0647
2025-07-16 01:55:00 - INFO - Epoch 22/1000, Loss: 0.3075, Dice: 0.2965, MSE: 0.0550
2025-07-16 01:55:10 - INFO - Epoch 23/1000, Loss: 0.2739, Dice: 0.2611, MSE: 0.0638
2025-07-16 01:55:20 - INFO - Epoch 24/1000, Loss: 0.2823, Dice: 0.2698, MSE: 0.0626
2025-07-16 01:55:30 - INFO - Epoch 25/1000, Loss: 0.3175, Dice: 0.3051, MSE: 0.0621
2025-07-16 01:55:40 - INFO - Epoch 26/1000, Loss: 0.2592, Dice: 0.2446, MSE: 0.0730
2025-07-16 01:55:51 - INFO - Epoch 27/1000, Loss: 0.2553, Dice: 0.2400, MSE: 0.0765
2025-07-16 01:56:01 - INFO - Epoch 28/1000, Loss: 0.2501, Dice: 0.2349, MSE: 0.0762
2025-07-16 01:56:12 - INFO - Epoch 29/1000, Loss: 0.2324, Dice: 0.2178, MSE: 0.0729
2025-07-16 01:56:22 - INFO - Epoch 30/1000, Loss: 0.2347, Dice: 0.2195, MSE: 0.0756
2025-07-16 01:56:32 - INFO - Epoch 31/1000, Loss: 0.2160, Dice: 0.1988, MSE: 0.0861
2025-07-16 01:56:42 - INFO - Epoch 32/1000, Loss: 0.2189, Dice: 0.2043, MSE: 0.0731
2025-07-16 01:56:52 - INFO - Epoch 33/1000, Loss: 0.2494, Dice: 0.2359, MSE: 0.0673
2025-07-16 01:57:01 - INFO - Epoch 34/1000, Loss: 0.2733, Dice: 0.2616, MSE: 0.0589
2025-07-16 01:57:11 - INFO - Epoch 35/1000, Loss: 0.2054, Dice: 0.1918, MSE: 0.0680
2025-07-16 01:57:22 - INFO - Epoch 36/1000, Loss: 0.1954, Dice: 0.1798, MSE: 0.0777
2025-07-16 01:57:32 - INFO - Epoch 37/1000, Loss: 0.2359, Dice: 0.2196, MSE: 0.0816
2025-07-16 01:57:42 - INFO - Epoch 38/1000, Loss: 0.2662, Dice: 0.2528, MSE: 0.0672
2025-07-16 01:57:52 - INFO - Epoch 39/1000, Loss: 0.2160, Dice: 0.2023, MSE: 0.0687
2025-07-16 01:58:02 - INFO - Epoch 40/1000, Loss: 0.1998, Dice: 0.1851, MSE: 0.0736
2025-07-16 01:58:03 - INFO - 模型已保存至: epoch_40.pth
2025-07-16 01:58:14 - INFO - Epoch 41/1000, Loss: 0.2119, Dice: 0.1976, MSE: 0.0715
2025-07-16 01:58:24 - INFO - Epoch 42/1000, Loss: 0.2154, Dice: 0.2012, MSE: 0.0711
2025-07-16 01:58:34 - INFO - Epoch 43/1000, Loss: 0.2307, Dice: 0.2184, MSE: 0.0614
2025-07-16 01:58:45 - INFO - Epoch 44/1000, Loss: 0.1839, Dice: 0.1700, MSE: 0.0691
2025-07-16 01:58:56 - INFO - Epoch 45/1000, Loss: 0.1907, Dice: 0.1771, MSE: 0.0680
2025-07-16 01:59:05 - INFO - Epoch 46/1000, Loss: 0.1764, Dice: 0.1613, MSE: 0.0752
2025-07-16 01:59:16 - INFO - Epoch 47/1000, Loss: 0.2339, Dice: 0.2213, MSE: 0.0630
2025-07-16 01:59:26 - INFO - Epoch 48/1000, Loss: 0.1902, Dice: 0.1763, MSE: 0.0694
2025-07-16 01:59:36 - INFO - Epoch 49/1000, Loss: 0.2217, Dice: 0.2105, MSE: 0.0559
2025-07-16 01:59:46 - INFO - Epoch 50/1000, Loss: 0.1921, Dice: 0.1800, MSE: 0.0602
2025-07-16 01:59:57 - INFO - Epoch 51/1000, Loss: 0.2104, Dice: 0.2000, MSE: 0.0519
2025-07-16 02:00:06 - INFO - Epoch 52/1000, Loss: 0.1741, Dice: 0.1618, MSE: 0.0612
2025-07-16 02:00:17 - INFO - Epoch 53/1000, Loss: 0.1868, Dice: 0.1731, MSE: 0.0684
2025-07-16 02:00:27 - INFO - Epoch 54/1000, Loss: 0.1923, Dice: 0.1783, MSE: 0.0700
2025-07-16 02:00:38 - INFO - Epoch 55/1000, Loss: 0.1518, Dice: 0.1383, MSE: 0.0675
2025-07-16 02:00:48 - INFO - Epoch 56/1000, Loss: 0.1648, Dice: 0.1524, MSE: 0.0623
2025-07-16 02:00:58 - INFO - Epoch 57/1000, Loss: 0.1674, Dice: 0.1536, MSE: 0.0691
2025-07-16 02:01:09 - INFO - Epoch 58/1000, Loss: 0.1699, Dice: 0.1583, MSE: 0.0579
2025-07-16 02:01:19 - INFO - Epoch 59/1000, Loss: 0.1518, Dice: 0.1394, MSE: 0.0623
2025-07-16 02:01:29 - INFO - Epoch 60/1000, Loss: 0.1703, Dice: 0.1584, MSE: 0.0596
2025-07-16 02:01:30 - INFO - 模型已保存至: epoch_60.pth
2025-07-16 02:01:41 - INFO - Epoch 61/1000, Loss: 0.1731, Dice: 0.1632, MSE: 0.0493
2025-07-16 02:01:51 - INFO - Epoch 62/1000, Loss: 0.2388, Dice: 0.2259, MSE: 0.0642
2025-07-16 02:02:01 - INFO - Epoch 63/1000, Loss: 0.1599, Dice: 0.1484, MSE: 0.0575
2025-07-16 02:02:11 - INFO - Epoch 64/1000, Loss: 0.1575, Dice: 0.1451, MSE: 0.0621
2025-07-16 02:02:22 - INFO - Epoch 65/1000, Loss: 0.1688, Dice: 0.1576, MSE: 0.0564
2025-07-16 02:02:31 - INFO - Epoch 66/1000, Loss: 0.1713, Dice: 0.1582, MSE: 0.0657
2025-07-16 02:02:42 - INFO - Epoch 67/1000, Loss: 0.1516, Dice: 0.1392, MSE: 0.0618
2025-07-16 02:02:52 - INFO - Epoch 68/1000, Loss: 0.1402, Dice: 0.1268, MSE: 0.0670
2025-07-16 02:03:02 - INFO - Epoch 69/1000, Loss: 0.1438, Dice: 0.1301, MSE: 0.0689
2025-07-16 02:03:13 - INFO - Epoch 70/1000, Loss: 0.2113, Dice: 0.2006, MSE: 0.0532
2025-07-16 02:03:23 - INFO - Epoch 71/1000, Loss: 0.1394, Dice: 0.1260, MSE: 0.0673
2025-07-16 02:03:33 - INFO - Epoch 72/1000, Loss: 0.1517, Dice: 0.1396, MSE: 0.0604
2025-07-16 02:03:44 - INFO - Epoch 73/1000, Loss: 0.1221, Dice: 0.1099, MSE: 0.0612
2025-07-16 02:03:53 - INFO - Epoch 74/1000, Loss: 0.1301, Dice: 0.1182, MSE: 0.0593
2025-07-16 02:04:04 - INFO - Epoch 75/1000, Loss: 0.1357, Dice: 0.1250, MSE: 0.0533
2025-07-16 02:04:14 - INFO - Epoch 76/1000, Loss: 0.1304, Dice: 0.1200, MSE: 0.0520
2025-07-16 02:04:24 - INFO - Epoch 77/1000, Loss: 0.1227, Dice: 0.1102, MSE: 0.0626
2025-07-16 02:04:34 - INFO - Epoch 78/1000, Loss: 0.1303, Dice: 0.1195, MSE: 0.0542
2025-07-16 02:04:45 - INFO - Epoch 79/1000, Loss: 0.1643, Dice: 0.1528, MSE: 0.0578
2025-07-16 02:04:54 - INFO - Epoch 80/1000, Loss: 0.1347, Dice: 0.1221, MSE: 0.0631
2025-07-16 02:04:56 - INFO - 模型已保存至: epoch_80.pth
2025-07-16 02:05:06 - INFO - Epoch 81/1000, Loss: 0.3821, Dice: 0.3694, MSE: 0.0635
2025-07-16 02:05:17 - INFO - Epoch 82/1000, Loss: 0.2939, Dice: 0.2842, MSE: 0.0483
2025-07-16 02:05:27 - INFO - Epoch 83/1000, Loss: 0.3292, Dice: 0.3196, MSE: 0.0478
2025-07-16 02:05:38 - INFO - Epoch 84/1000, Loss: 0.2438, Dice: 0.2317, MSE: 0.0605
2025-07-16 02:05:48 - INFO - Epoch 85/1000, Loss: 0.3054, Dice: 0.2948, MSE: 0.0533
2025-07-16 02:05:58 - INFO - Epoch 86/1000, Loss: 0.2364, Dice: 0.2282, MSE: 0.0411
2025-07-16 02:06:09 - INFO - Epoch 87/1000, Loss: 0.1880, Dice: 0.1775, MSE: 0.0523
2025-07-16 02:06:19 - INFO - Epoch 88/1000, Loss: 0.1705, Dice: 0.1592, MSE: 0.0564
2025-07-16 02:06:29 - INFO - Epoch 89/1000, Loss: 0.2454, Dice: 0.2339, MSE: 0.0574
2025-07-16 02:06:40 - INFO - Epoch 90/1000, Loss: 0.2031, Dice: 0.1928, MSE: 0.0515
2025-07-16 02:06:49 - INFO - Epoch 91/1000, Loss: 0.1902, Dice: 0.1789, MSE: 0.0564
2025-07-16 02:06:59 - INFO - Epoch 92/1000, Loss: 0.1755, Dice: 0.1642, MSE: 0.0563
2025-07-16 02:07:09 - INFO - Epoch 93/1000, Loss: 0.1671, Dice: 0.1558, MSE: 0.0566
2025-07-16 02:07:19 - INFO - Epoch 94/1000, Loss: 0.1816, Dice: 0.1715, MSE: 0.0502
2025-07-16 02:07:30 - INFO - Epoch 95/1000, Loss: 0.1703, Dice: 0.1614, MSE: 0.0444
2025-07-16 02:07:40 - INFO - Epoch 96/1000, Loss: 0.1788, Dice: 0.1678, MSE: 0.0550
2025-07-16 02:07:50 - INFO - Epoch 97/1000, Loss: 0.1219, Dice: 0.1103, MSE: 0.0580
2025-07-16 02:08:00 - INFO - Epoch 98/1000, Loss: 0.1289, Dice: 0.1183, MSE: 0.0528
2025-07-16 02:08:11 - INFO - Epoch 99/1000, Loss: 0.1580, Dice: 0.1467, MSE: 0.0566
2025-07-16 02:08:20 - INFO - Epoch 100/1000, Loss: 0.1488, Dice: 0.1389, MSE: 0.0493
2025-07-16 02:08:22 - INFO - 模型已保存至: epoch_100.pth
2025-07-16 02:08:32 - INFO - Epoch 101/1000, Loss: 0.1274, Dice: 0.1152, MSE: 0.0611
2025-07-16 02:08:43 - INFO - Epoch 102/1000, Loss: 0.1804, Dice: 0.1701, MSE: 0.0512
2025-07-16 02:08:53 - INFO - Epoch 103/1000, Loss: 0.1224, Dice: 0.1118, MSE: 0.0532
2025-07-16 02:09:03 - INFO - Epoch 104/1000, Loss: 0.1515, Dice: 0.1416, MSE: 0.0495
2025-07-16 02:09:14 - INFO - Epoch 105/1000, Loss: 0.1362, Dice: 0.1264, MSE: 0.0490
2025-07-16 02:09:23 - INFO - Epoch 106/1000, Loss: 0.1124, Dice: 0.1025, MSE: 0.0493
2025-07-16 02:09:34 - INFO - Epoch 107/1000, Loss: 0.1241, Dice: 0.1133, MSE: 0.0539
2025-07-16 02:09:44 - INFO - Epoch 108/1000, Loss: 0.1389, Dice: 0.1283, MSE: 0.0532
2025-07-16 02:09:54 - INFO - Epoch 109/1000, Loss: 0.1273, Dice: 0.1166, MSE: 0.0535
2025-07-16 02:10:05 - INFO - Epoch 110/1000, Loss: 0.1802, Dice: 0.1692, MSE: 0.0547
2025-07-16 02:10:15 - INFO - Epoch 111/1000, Loss: 0.1425, Dice: 0.1317, MSE: 0.0541
2025-07-16 02:10:25 - INFO - Epoch 112/1000, Loss: 0.1116, Dice: 0.1021, MSE: 0.0476
2025-07-16 02:10:35 - INFO - Epoch 113/1000, Loss: 0.1313, Dice: 0.1213, MSE: 0.0502
2025-07-16 02:10:45 - INFO - Epoch 114/1000, Loss: 0.1131, Dice: 0.1037, MSE: 0.0470
2025-07-16 02:10:56 - INFO - Epoch 115/1000, Loss: 0.1326, Dice: 0.1225, MSE: 0.0507
2025-07-16 02:11:06 - INFO - Epoch 116/1000, Loss: 0.1358, Dice: 0.1260, MSE: 0.0486
2025-07-16 02:11:16 - INFO - Epoch 117/1000, Loss: 0.1055, Dice: 0.0951, MSE: 0.0517
2025-07-16 02:11:26 - INFO - Epoch 118/1000, Loss: 0.1463, Dice: 0.1358, MSE: 0.0523
2025-07-16 02:11:36 - INFO - Epoch 119/1000, Loss: 0.1625, Dice: 0.1494, MSE: 0.0659
2025-07-16 02:11:46 - INFO - Epoch 120/1000, Loss: 0.1563, Dice: 0.1453, MSE: 0.0549
2025-07-16 02:11:47 - INFO - 模型已保存至: epoch_120.pth
2025-07-16 02:11:58 - INFO - Epoch 121/1000, Loss: 0.1396, Dice: 0.1303, MSE: 0.0467
2025-07-16 02:12:08 - INFO - Epoch 122/1000, Loss: 0.1416, Dice: 0.1305, MSE: 0.0556
2025-07-16 02:12:18 - INFO - Epoch 123/1000, Loss: 0.2260, Dice: 0.2137, MSE: 0.0615
2025-07-16 02:12:28 - INFO - Epoch 124/1000, Loss: 0.2841, Dice: 0.2744, MSE: 0.0487
2025-07-16 02:12:38 - INFO - Epoch 125/1000, Loss: 0.2394, Dice: 0.2272, MSE: 0.0606
2025-07-16 02:12:48 - INFO - Epoch 126/1000, Loss: 0.1809, Dice: 0.1711, MSE: 0.0488
2025-07-16 02:12:59 - INFO - Epoch 127/1000, Loss: 0.2058, Dice: 0.1964, MSE: 0.0469
