2025-07-07 09:38:39 - INFO - Logging is set up.
2025-07-07 09:38:39 - INFO - 训练配置参数:
{'seed': 42, 'epochs': 1000, 'batch_size': 4, 'num_classes': 2, 'learning_rate': 0.0001, 'dataset_path': './datasets/LA', 'log_path': './result/SAM3D_VNet_SSL/LA_8_SemiSupervised_V15/Training.log', 'pth_path': './result/SAM3D_VNet_SSL/LA_8_SemiSupervised_V15/Pth', 'tensorboard_path': './result/SAM3D_VNet_SSL/LA_8_SemiSupervised_V15/Train', 'continue_train': False, 'multi_gpu': True, 'training_label_num': 8, 'training_unlabel_num': 72, 'label_bs': 1, 'unlabel_bs': 3, 'consistency_weight': 0.2, 'pretrained_weights': None}
2025-07-07 09:38:39 - INFO - 使用 2 个GPU
2025-07-07 09:38:39 - INFO - 模型总参数: 124,981,108
2025-07-07 09:38:39 - INFO - 可训练参数: 124,981,108
2025-07-07 09:38:57 - INFO - Epoch 1/1000, Loss: 0.9472, Dice: 0.9390, MSE: 0.0412
2025-07-07 09:39:10 - INFO - Epoch 2/1000, Loss: 0.7652, Dice: 0.7561, MSE: 0.0454
2025-07-07 09:39:23 - INFO - Epoch 3/1000, Loss: 0.8379, Dice: 0.8292, MSE: 0.0435
2025-07-07 09:39:36 - INFO - Epoch 4/1000, Loss: 0.8089, Dice: 0.7998, MSE: 0.0457
2025-07-07 09:39:49 - INFO - Epoch 5/1000, Loss: 0.8377, Dice: 0.8294, MSE: 0.0413
2025-07-07 09:40:01 - INFO - Epoch 6/1000, Loss: 0.7697, Dice: 0.7598, MSE: 0.0492
2025-07-07 09:40:14 - INFO - Epoch 7/1000, Loss: 0.7180, Dice: 0.7079, MSE: 0.0508
2025-07-07 09:40:27 - INFO - Epoch 8/1000, Loss: 0.6820, Dice: 0.6721, MSE: 0.0498
2025-07-07 09:40:40 - INFO - Epoch 9/1000, Loss: 0.7503, Dice: 0.7408, MSE: 0.0473
2025-07-07 09:40:53 - INFO - Epoch 10/1000, Loss: 0.6487, Dice: 0.6395, MSE: 0.0459
2025-07-07 09:41:05 - INFO - Epoch 11/1000, Loss: 0.6315, Dice: 0.6216, MSE: 0.0497
2025-07-07 09:41:18 - INFO - Epoch 12/1000, Loss: 0.6408, Dice: 0.6319, MSE: 0.0446
2025-07-07 09:41:31 - INFO - Epoch 13/1000, Loss: 0.5772, Dice: 0.5682, MSE: 0.0451
2025-07-07 09:41:44 - INFO - Epoch 14/1000, Loss: 0.5659, Dice: 0.5565, MSE: 0.0470
2025-07-07 09:41:57 - INFO - Epoch 15/1000, Loss: 0.5383, Dice: 0.5287, MSE: 0.0479
2025-07-07 09:42:10 - INFO - Epoch 16/1000, Loss: 0.5661, Dice: 0.5571, MSE: 0.0451
2025-07-07 09:42:23 - INFO - Epoch 17/1000, Loss: 0.5383, Dice: 0.5297, MSE: 0.0431
2025-07-07 09:42:36 - INFO - Epoch 18/1000, Loss: 0.5408, Dice: 0.5313, MSE: 0.0478
2025-07-07 09:42:48 - INFO - Epoch 19/1000, Loss: 0.5068, Dice: 0.4955, MSE: 0.0563
2025-07-07 09:43:01 - INFO - Epoch 20/1000, Loss: 0.4509, Dice: 0.4402, MSE: 0.0535
2025-07-07 09:43:03 - INFO - 模型已保存至: epoch_20.pth
2025-07-07 09:43:16 - INFO - Epoch 21/1000, Loss: 0.5524, Dice: 0.5422, MSE: 0.0507
2025-07-07 09:43:29 - INFO - Epoch 22/1000, Loss: 0.5590, Dice: 0.5479, MSE: 0.0555
2025-07-07 09:43:42 - INFO - Epoch 23/1000, Loss: 0.4922, Dice: 0.4831, MSE: 0.0451
2025-07-07 09:43:55 - INFO - Epoch 24/1000, Loss: 0.4667, Dice: 0.4557, MSE: 0.0553
2025-07-07 09:44:08 - INFO - Epoch 25/1000, Loss: 0.4990, Dice: 0.4899, MSE: 0.0458
2025-07-07 09:44:21 - INFO - Epoch 26/1000, Loss: 0.5286, Dice: 0.5189, MSE: 0.0485
2025-07-07 09:44:33 - INFO - Epoch 27/1000, Loss: 0.4962, Dice: 0.4860, MSE: 0.0510
2025-07-07 09:44:46 - INFO - Epoch 28/1000, Loss: 0.4453, Dice: 0.4346, MSE: 0.0534
2025-07-07 09:44:59 - INFO - Epoch 29/1000, Loss: 0.4300, Dice: 0.4208, MSE: 0.0460
2025-07-07 09:45:12 - INFO - Epoch 30/1000, Loss: 0.3827, Dice: 0.3702, MSE: 0.0624
2025-07-07 09:45:25 - INFO - Epoch 31/1000, Loss: 0.4243, Dice: 0.4135, MSE: 0.0537
2025-07-07 09:45:38 - INFO - Epoch 32/1000, Loss: 0.4368, Dice: 0.4262, MSE: 0.0529
2025-07-07 09:45:51 - INFO - Epoch 33/1000, Loss: 0.3957, Dice: 0.3844, MSE: 0.0564
2025-07-07 09:46:04 - INFO - Epoch 34/1000, Loss: 0.3481, Dice: 0.3370, MSE: 0.0558
2025-07-07 09:46:17 - INFO - Epoch 35/1000, Loss: 0.4219, Dice: 0.4101, MSE: 0.0589
2025-07-07 09:46:30 - INFO - Epoch 36/1000, Loss: 0.3868, Dice: 0.3764, MSE: 0.0516
2025-07-07 09:46:43 - INFO - Epoch 37/1000, Loss: 0.4548, Dice: 0.4431, MSE: 0.0581
2025-07-07 09:46:56 - INFO - Epoch 38/1000, Loss: 0.3895, Dice: 0.3784, MSE: 0.0555
2025-07-07 09:47:09 - INFO - Epoch 39/1000, Loss: 0.3806, Dice: 0.3685, MSE: 0.0603
2025-07-07 09:47:22 - INFO - Epoch 40/1000, Loss: 0.3409, Dice: 0.3296, MSE: 0.0563
2025-07-07 09:47:23 - INFO - 模型已保存至: epoch_40.pth
2025-07-07 09:47:36 - INFO - Epoch 41/1000, Loss: 0.3725, Dice: 0.3605, MSE: 0.0603
2025-07-07 09:47:49 - INFO - Epoch 42/1000, Loss: 0.4315, Dice: 0.4230, MSE: 0.0425
2025-07-07 09:48:02 - INFO - Epoch 43/1000, Loss: 0.3253, Dice: 0.3146, MSE: 0.0535
2025-07-07 09:48:15 - INFO - Epoch 44/1000, Loss: 0.3977, Dice: 0.3874, MSE: 0.0516
