2025-05-30 01:33:26 - INFO - Logging is set up.
2025-05-30 01:33:26 - INFO - 训练配置参数:
{'seed': 42, 'epochs': 1000, 'batch_size': 5, 'num_classes': 2, 'learning_rate': 0.001, 'dataset_path': './datasets/LA', 'log_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V14/Training.log', 'pth_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V14/Pth', 'tensorboard_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V14/Train', 'continue_train': False, 'multi_gpu': True, 'training_label_num': 16, 'training_unlabel_num': 64, 'label_bs': 1, 'unlabel_bs': 4, 'consistency_weight': 0.3, 'pretrained_weights': None}
2025-05-30 01:33:27 - INFO - 使用 2 个GPU
2025-05-30 01:33:27 - INFO - 模型总参数: 81,775,621
2025-05-30 01:33:27 - INFO - 可训练参数: 81,775,621
2025-05-30 01:34:15 - INFO - Epoch 1/1000, Loss: 0.8213, Dice: 0.8074, MSE: 0.0461
2025-05-30 01:34:57 - INFO - Epoch 2/1000, Loss: 0.7140, Dice: 0.7015, MSE: 0.0417
2025-05-30 01:35:39 - INFO - Epoch 3/1000, Loss: 0.7620, Dice: 0.7487, MSE: 0.0442
2025-05-30 01:36:22 - INFO - Epoch 4/1000, Loss: 0.6248, Dice: 0.6112, MSE: 0.0454
2025-05-30 01:37:05 - INFO - Epoch 5/1000, Loss: 0.5892, Dice: 0.5753, MSE: 0.0462
2025-05-30 01:37:47 - INFO - Epoch 6/1000, Loss: 0.5644, Dice: 0.5492, MSE: 0.0508
2025-05-30 01:38:30 - INFO - Epoch 7/1000, Loss: 0.5838, Dice: 0.5669, MSE: 0.0561
2025-05-30 01:39:13 - INFO - Epoch 8/1000, Loss: 0.5843, Dice: 0.5713, MSE: 0.0434
2025-05-30 01:39:55 - INFO - Epoch 9/1000, Loss: 0.5642, Dice: 0.5522, MSE: 0.0398
2025-05-30 01:40:36 - INFO - Epoch 10/1000, Loss: 0.5434, Dice: 0.5285, MSE: 0.0498
2025-05-30 01:41:18 - INFO - Epoch 11/1000, Loss: 0.5835, Dice: 0.5661, MSE: 0.0581
2025-05-30 01:42:00 - INFO - Epoch 12/1000, Loss: 0.5818, Dice: 0.5556, MSE: 0.0874
2025-05-30 01:42:41 - INFO - Epoch 13/1000, Loss: 0.5249, Dice: 0.5074, MSE: 0.0583
