2025-05-12 17:23:30 - INFO - Logging is set up.
2025-05-12 17:23:30 - INFO - 训练配置参数:
{'seed': 42, 'epochs': 1000, 'batch_size': 5, 'num_classes': 2, 'learning_rate': 0.001, 'dataset_path': './datasets/LA', 'log_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V10/Training.log', 'pth_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V10/Pth', 'tensorboard_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V10/Train', 'continue_train': False, 'multi_gpu': True, 'training_label_num': 16, 'training_unlabel_num': 64, 'label_bs': 1, 'unlabel_bs': 4, 'consistency_weight': 0.3, 'pretrained_weights': None}
2025-05-12 17:23:32 - INFO - 使用 2 个GPU
2025-05-12 17:23:32 - INFO - 模型总参数: 87,461,859
2025-05-12 17:23:32 - INFO - 可训练参数: 87,461,859
2025-05-12 17:23:50 - INFO - Epoch 1/1000, Loss: 0.9891, Dice: 0.9836, MSE: 0.0183
2025-05-12 17:24:04 - INFO - Epoch 2/1000, Loss: 0.8333, Dice: 0.8286, MSE: 0.0158
2025-05-12 17:24:18 - INFO - Epoch 3/1000, Loss: 0.8134, Dice: 0.8082, MSE: 0.0173
2025-05-12 17:24:32 - INFO - Epoch 4/1000, Loss: 0.7242, Dice: 0.7159, MSE: 0.0277
2025-05-12 17:24:46 - INFO - Epoch 5/1000, Loss: 0.6950, Dice: 0.6874, MSE: 0.0252
2025-05-12 17:25:01 - INFO - Epoch 6/1000, Loss: 0.6257, Dice: 0.6167, MSE: 0.0300
2025-05-12 17:25:15 - INFO - Epoch 7/1000, Loss: 0.6114, Dice: 0.6014, MSE: 0.0331
2025-05-12 17:25:29 - INFO - Epoch 8/1000, Loss: 0.5998, Dice: 0.5900, MSE: 0.0328
2025-05-12 17:25:44 - INFO - Epoch 9/1000, Loss: 0.5965, Dice: 0.5843, MSE: 0.0407
2025-05-12 17:25:58 - INFO - Epoch 10/1000, Loss: 0.5460, Dice: 0.5307, MSE: 0.0511
2025-05-12 17:26:12 - INFO - Epoch 11/1000, Loss: 0.5542, Dice: 0.5398, MSE: 0.0480
2025-05-12 17:26:26 - INFO - Epoch 12/1000, Loss: 0.5443, Dice: 0.5315, MSE: 0.0427
2025-05-12 17:26:40 - INFO - Epoch 13/1000, Loss: 0.5098, Dice: 0.4954, MSE: 0.0480
2025-05-12 17:26:53 - INFO - Epoch 14/1000, Loss: 0.5508, Dice: 0.5354, MSE: 0.0513
2025-05-12 17:27:07 - INFO - Epoch 15/1000, Loss: 0.5179, Dice: 0.5013, MSE: 0.0555
2025-05-12 17:27:21 - INFO - Epoch 16/1000, Loss: 0.5188, Dice: 0.5026, MSE: 0.0539
2025-05-12 17:27:35 - INFO - Epoch 17/1000, Loss: 0.5364, Dice: 0.5206, MSE: 0.0526
2025-05-12 17:27:49 - INFO - Epoch 18/1000, Loss: 0.5628, Dice: 0.5472, MSE: 0.0519
2025-05-12 17:28:03 - INFO - Epoch 19/1000, Loss: 0.5184, Dice: 0.5020, MSE: 0.0545
2025-05-12 17:28:17 - INFO - Epoch 20/1000, Loss: 0.5084, Dice: 0.4906, MSE: 0.0596
2025-05-12 17:28:18 - INFO - 模型已保存至: epoch_20.pth
2025-05-12 17:28:32 - INFO - Epoch 21/1000, Loss: 0.6004, Dice: 0.5843, MSE: 0.0534
2025-05-12 17:28:46 - INFO - Epoch 22/1000, Loss: 0.5082, Dice: 0.4946, MSE: 0.0453
2025-05-12 17:29:00 - INFO - Epoch 23/1000, Loss: 0.5182, Dice: 0.5021, MSE: 0.0536
2025-05-12 17:29:14 - INFO - Epoch 24/1000, Loss: 0.5276, Dice: 0.5130, MSE: 0.0487
2025-05-12 17:29:27 - INFO - Epoch 25/1000, Loss: 0.4900, Dice: 0.4745, MSE: 0.0516
2025-05-12 17:29:41 - INFO - Epoch 26/1000, Loss: 0.5044, Dice: 0.4875, MSE: 0.0562
2025-05-12 17:29:55 - INFO - Epoch 27/1000, Loss: 0.5113, Dice: 0.4958, MSE: 0.0517
2025-05-12 17:30:09 - INFO - Epoch 28/1000, Loss: 0.5726, Dice: 0.5561, MSE: 0.0547
2025-05-12 17:30:23 - INFO - Epoch 29/1000, Loss: 0.4865, Dice: 0.4696, MSE: 0.0563
2025-05-12 17:30:37 - INFO - Epoch 30/1000, Loss: 0.4989, Dice: 0.4802, MSE: 0.0626
2025-05-12 17:30:51 - INFO - Epoch 31/1000, Loss: 0.4628, Dice: 0.4448, MSE: 0.0601
2025-05-12 17:31:05 - INFO - Epoch 32/1000, Loss: 0.5352, Dice: 0.5161, MSE: 0.0637
2025-05-12 17:31:19 - INFO - Epoch 33/1000, Loss: 0.5101, Dice: 0.4901, MSE: 0.0669
2025-05-12 17:31:33 - INFO - Epoch 34/1000, Loss: 0.4627, Dice: 0.4443, MSE: 0.0613
2025-05-12 17:31:47 - INFO - Epoch 35/1000, Loss: 0.4945, Dice: 0.4777, MSE: 0.0558
2025-05-12 17:32:00 - INFO - Epoch 36/1000, Loss: 0.4525, Dice: 0.4357, MSE: 0.0559
2025-05-12 17:32:14 - INFO - Epoch 37/1000, Loss: 0.4264, Dice: 0.4071, MSE: 0.0644
2025-05-12 17:32:28 - INFO - Epoch 38/1000, Loss: 0.4261, Dice: 0.4082, MSE: 0.0597
2025-05-12 17:32:42 - INFO - Epoch 39/1000, Loss: 0.4405, Dice: 0.4233, MSE: 0.0575
2025-05-12 17:32:56 - INFO - Epoch 40/1000, Loss: 0.4562, Dice: 0.4386, MSE: 0.0585
2025-05-12 17:32:57 - INFO - 模型已保存至: epoch_40.pth
2025-05-12 17:33:11 - INFO - Epoch 41/1000, Loss: 0.4463, Dice: 0.4304, MSE: 0.0530
2025-05-12 17:33:24 - INFO - Epoch 42/1000, Loss: 0.5075, Dice: 0.4866, MSE: 0.0698
2025-05-12 17:33:38 - INFO - Epoch 43/1000, Loss: 0.4708, Dice: 0.4528, MSE: 0.0601
2025-05-12 17:33:52 - INFO - Epoch 44/1000, Loss: 0.4419, Dice: 0.4236, MSE: 0.0610
2025-05-12 17:34:06 - INFO - Epoch 45/1000, Loss: 0.4384, Dice: 0.4234, MSE: 0.0501
2025-05-12 17:34:19 - INFO - Epoch 46/1000, Loss: 0.4728, Dice: 0.4560, MSE: 0.0560
2025-05-12 17:34:33 - INFO - Epoch 47/1000, Loss: 0.4670, Dice: 0.4478, MSE: 0.0642
2025-05-12 17:34:46 - INFO - Epoch 48/1000, Loss: 0.4509, Dice: 0.4298, MSE: 0.0704
2025-05-12 17:34:59 - INFO - Epoch 49/1000, Loss: 0.4063, Dice: 0.3842, MSE: 0.0735
2025-05-12 17:35:13 - INFO - Epoch 50/1000, Loss: 0.4374, Dice: 0.4154, MSE: 0.0734
2025-05-12 17:35:26 - INFO - Epoch 51/1000, Loss: 0.4224, Dice: 0.4026, MSE: 0.0659
2025-05-12 17:35:39 - INFO - Epoch 52/1000, Loss: 0.3617, Dice: 0.3423, MSE: 0.0644
2025-05-12 17:35:53 - INFO - Epoch 53/1000, Loss: 0.3589, Dice: 0.3376, MSE: 0.0709
2025-05-12 17:36:06 - INFO - Epoch 54/1000, Loss: 0.4013, Dice: 0.3783, MSE: 0.0766
2025-05-12 17:36:20 - INFO - Epoch 55/1000, Loss: 0.3806, Dice: 0.3584, MSE: 0.0742
2025-05-12 17:36:33 - INFO - Epoch 56/1000, Loss: 0.3774, Dice: 0.3558, MSE: 0.0720
2025-05-12 17:36:46 - INFO - Epoch 57/1000, Loss: 0.3111, Dice: 0.2926, MSE: 0.0616
2025-05-12 17:37:00 - INFO - Epoch 58/1000, Loss: 0.3479, Dice: 0.3266, MSE: 0.0712
2025-05-12 17:37:13 - INFO - Epoch 59/1000, Loss: 0.3958, Dice: 0.3726, MSE: 0.0772
2025-05-12 17:37:26 - INFO - Epoch 60/1000, Loss: 0.3841, Dice: 0.3612, MSE: 0.0765
2025-05-12 17:37:27 - INFO - 模型已保存至: epoch_60.pth
2025-05-12 17:37:41 - INFO - Epoch 61/1000, Loss: 0.3366, Dice: 0.3144, MSE: 0.0742
2025-05-12 17:37:54 - INFO - Epoch 62/1000, Loss: 0.3230, Dice: 0.3010, MSE: 0.0734
2025-05-12 17:38:08 - INFO - Epoch 63/1000, Loss: 0.3031, Dice: 0.2777, MSE: 0.0845
2025-05-12 17:38:21 - INFO - Epoch 64/1000, Loss: 0.3340, Dice: 0.3097, MSE: 0.0810
