2025-07-05 02:15:51 - INFO - Logging is set up.
2025-07-05 02:15:51 - INFO - 训练配置参数:
{'seed': 42, 'epochs': 1000, 'batch_size': 5, 'num_classes': 2, 'learning_rate': 0.001, 'dataset_path': './datasets/LA', 'log_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V15/Training.log', 'pth_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V15/Pth', 'tensorboard_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V15/Train', 'continue_train': False, 'multi_gpu': True, 'training_label_num': 16, 'training_unlabel_num': 64, 'label_bs': 1, 'unlabel_bs': 4, 'consistency_weight': 0.3, 'pretrained_weights': None}
2025-07-05 02:15:52 - INFO - 使用 2 个GPU
2025-07-05 02:15:52 - INFO - 模型总参数: 124,981,108
2025-07-05 02:15:52 - INFO - 可训练参数: 124,981,108
2025-07-05 02:17:04 - INFO - Epoch 1/1000, Loss: 0.8824, Dice: 0.8717, MSE: 0.0356
2025-07-05 02:18:11 - INFO - Epoch 2/1000, Loss: 0.7214, Dice: 0.7053, MSE: 0.0534
2025-07-05 02:19:20 - INFO - Epoch 3/1000, Loss: 0.6314, Dice: 0.6100, MSE: 0.0714
2025-07-05 02:20:26 - INFO - Epoch 4/1000, Loss: 0.6124, Dice: 0.5907, MSE: 0.0723
2025-07-05 02:21:36 - INFO - Epoch 5/1000, Loss: 0.5474, Dice: 0.5257, MSE: 0.0725
2025-07-05 02:22:43 - INFO - Epoch 6/1000, Loss: 0.5325, Dice: 0.5108, MSE: 0.0723
2025-07-05 02:23:53 - INFO - Epoch 7/1000, Loss: 0.4742, Dice: 0.4536, MSE: 0.0687
2025-07-05 02:24:59 - INFO - Epoch 8/1000, Loss: 0.4988, Dice: 0.4787, MSE: 0.0670
2025-07-05 02:26:08 - INFO - Epoch 9/1000, Loss: 0.4719, Dice: 0.4497, MSE: 0.0741
2025-07-05 02:27:14 - INFO - Epoch 10/1000, Loss: 0.4559, Dice: 0.4323, MSE: 0.0786
2025-07-05 02:28:23 - INFO - Epoch 11/1000, Loss: 0.5121, Dice: 0.4890, MSE: 0.0770
2025-07-05 02:29:29 - INFO - Epoch 12/1000, Loss: 0.4024, Dice: 0.3790, MSE: 0.0780
2025-07-05 02:30:39 - INFO - Epoch 13/1000, Loss: 0.4256, Dice: 0.4013, MSE: 0.0812
2025-07-05 02:31:45 - INFO - Epoch 14/1000, Loss: 0.3797, Dice: 0.3530, MSE: 0.0890
2025-07-05 02:32:54 - INFO - Epoch 15/1000, Loss: 0.4049, Dice: 0.3674, MSE: 0.1247
2025-07-05 02:34:01 - INFO - Epoch 16/1000, Loss: 0.4538, Dice: 0.4141, MSE: 0.1325
2025-07-05 02:35:09 - INFO - Epoch 17/1000, Loss: 0.4341, Dice: 0.3936, MSE: 0.1353
2025-07-05 02:36:16 - INFO - Epoch 18/1000, Loss: 0.4170, Dice: 0.3807, MSE: 0.1209
2025-07-05 02:37:25 - INFO - Epoch 19/1000, Loss: 0.3833, Dice: 0.3502, MSE: 0.1105
2025-07-05 02:38:17 - INFO - Epoch 20/1000, Loss: 0.3261, Dice: 0.2918, MSE: 0.1142
2025-07-05 02:38:19 - INFO - 模型已保存至: epoch_20.pth
2025-07-05 02:38:55 - INFO - Epoch 21/1000, Loss: 0.3833, Dice: 0.3495, MSE: 0.1127
2025-07-05 02:39:31 - INFO - Epoch 22/1000, Loss: 0.3938, Dice: 0.3565, MSE: 0.1243
2025-07-05 02:40:06 - INFO - Epoch 23/1000, Loss: 0.3552, Dice: 0.3182, MSE: 0.1233
2025-07-05 02:40:42 - INFO - Epoch 24/1000, Loss: 0.3434, Dice: 0.3099, MSE: 0.1117
2025-07-05 02:41:18 - INFO - Epoch 25/1000, Loss: 0.3618, Dice: 0.3267, MSE: 0.1169
2025-07-05 02:41:54 - INFO - Epoch 26/1000, Loss: 0.3875, Dice: 0.3550, MSE: 0.1083
2025-07-05 02:42:29 - INFO - Epoch 27/1000, Loss: 0.3587, Dice: 0.3250, MSE: 0.1122
2025-07-05 02:43:05 - INFO - Epoch 28/1000, Loss: 0.3412, Dice: 0.3105, MSE: 0.1023
2025-07-05 02:43:40 - INFO - Epoch 29/1000, Loss: 0.3675, Dice: 0.3356, MSE: 0.1063
