2025-05-14 14:58:22 - INFO - Logging is set up.
2025-05-14 14:58:22 - INFO - 训练配置参数:
{'seed': 42, 'epochs': 1000, 'batch_size': 5, 'num_classes': 2, 'learning_rate': 0.001, 'dataset_path': './datasets/LA', 'log_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V11/Training.log', 'pth_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V11/Pth', 'tensorboard_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V11/Train', 'continue_train': False, 'multi_gpu': True, 'training_label_num': 16, 'training_unlabel_num': 64, 'label_bs': 1, 'unlabel_bs': 4, 'consistency_weight': 0.3, 'pretrained_weights': None}
2025-05-14 14:58:23 - INFO - 使用 2 个GPU
2025-05-14 14:58:23 - INFO - 模型总参数: 87,461,859
2025-05-14 14:58:23 - INFO - 可训练参数: 87,461,859
2025-05-14 14:58:40 - INFO - Epoch 1/1000, Loss: 0.9573, Dice: 0.9519, MSE: 0.0182
2025-05-14 14:58:56 - INFO - Epoch 2/1000, Loss: 0.8425, Dice: 0.8359, MSE: 0.0220
2025-05-14 14:59:11 - INFO - Epoch 3/1000, Loss: 0.7496, Dice: 0.7421, MSE: 0.0251
2025-05-14 14:59:26 - INFO - Epoch 4/1000, Loss: 0.7144, Dice: 0.7067, MSE: 0.0258
2025-05-14 14:59:41 - INFO - Epoch 5/1000, Loss: 0.6677, Dice: 0.6580, MSE: 0.0321
2025-05-14 14:59:57 - INFO - Epoch 6/1000, Loss: 0.6301, Dice: 0.6205, MSE: 0.0320
2025-05-14 15:00:12 - INFO - Epoch 7/1000, Loss: 0.5892, Dice: 0.5790, MSE: 0.0342
2025-05-14 15:00:27 - INFO - Epoch 8/1000, Loss: 0.5835, Dice: 0.5713, MSE: 0.0405
2025-05-14 15:00:42 - INFO - Epoch 9/1000, Loss: 0.5346, Dice: 0.5219, MSE: 0.0423
2025-05-14 15:00:57 - INFO - Epoch 10/1000, Loss: 0.5259, Dice: 0.5128, MSE: 0.0437
2025-05-14 15:01:12 - INFO - Epoch 11/1000, Loss: 0.5499, Dice: 0.5345, MSE: 0.0511
2025-05-14 15:01:27 - INFO - Epoch 12/1000, Loss: 0.4755, Dice: 0.4589, MSE: 0.0554
2025-05-14 15:01:41 - INFO - Epoch 13/1000, Loss: 0.4730, Dice: 0.4550, MSE: 0.0600
2025-05-14 15:01:56 - INFO - Epoch 14/1000, Loss: 0.4552, Dice: 0.4362, MSE: 0.0634
2025-05-14 15:02:11 - INFO - Epoch 15/1000, Loss: 0.4962, Dice: 0.4759, MSE: 0.0674
2025-05-14 15:02:25 - INFO - Epoch 16/1000, Loss: 0.4788, Dice: 0.4601, MSE: 0.0621
2025-05-14 15:02:40 - INFO - Epoch 17/1000, Loss: 0.4084, Dice: 0.3889, MSE: 0.0651
2025-05-14 15:02:55 - INFO - Epoch 18/1000, Loss: 0.4422, Dice: 0.4233, MSE: 0.0630
2025-05-14 15:03:10 - INFO - Epoch 19/1000, Loss: 0.4364, Dice: 0.4142, MSE: 0.0739
2025-05-14 15:03:24 - INFO - Epoch 20/1000, Loss: 0.3835, Dice: 0.3647, MSE: 0.0626
2025-05-14 15:03:25 - INFO - 模型已保存至: epoch_20.pth
2025-05-14 15:03:40 - INFO - Epoch 21/1000, Loss: 0.4423, Dice: 0.4222, MSE: 0.0668
2025-05-14 15:03:55 - INFO - Epoch 22/1000, Loss: 0.3703, Dice: 0.3501, MSE: 0.0673
2025-05-14 15:04:09 - INFO - Epoch 23/1000, Loss: 0.3553, Dice: 0.3364, MSE: 0.0632
2025-05-14 15:04:24 - INFO - Epoch 24/1000, Loss: 0.3852, Dice: 0.3640, MSE: 0.0708
2025-05-14 15:04:38 - INFO - Epoch 25/1000, Loss: 0.3889, Dice: 0.3680, MSE: 0.0699
2025-05-14 15:04:53 - INFO - Epoch 26/1000, Loss: 0.3958, Dice: 0.3697, MSE: 0.0871
2025-05-14 15:05:08 - INFO - Epoch 27/1000, Loss: 0.3760, Dice: 0.3526, MSE: 0.0780
2025-05-14 15:05:23 - INFO - Epoch 28/1000, Loss: 0.3493, Dice: 0.3261, MSE: 0.0774
2025-05-14 15:05:37 - INFO - Epoch 29/1000, Loss: 0.3765, Dice: 0.3553, MSE: 0.0709
2025-05-14 15:05:52 - INFO - Epoch 30/1000, Loss: 0.3330, Dice: 0.3088, MSE: 0.0809
2025-05-14 15:06:06 - INFO - Epoch 31/1000, Loss: 0.3221, Dice: 0.2996, MSE: 0.0751
2025-05-14 15:06:21 - INFO - Epoch 32/1000, Loss: 0.3309, Dice: 0.3072, MSE: 0.0790
2025-05-14 15:06:36 - INFO - Epoch 33/1000, Loss: 0.3352, Dice: 0.3082, MSE: 0.0899
2025-05-14 15:06:50 - INFO - Epoch 34/1000, Loss: 0.3401, Dice: 0.3148, MSE: 0.0845
2025-05-14 15:07:05 - INFO - Epoch 35/1000, Loss: 0.2927, Dice: 0.2674, MSE: 0.0844
2025-05-14 15:07:20 - INFO - Epoch 36/1000, Loss: 0.3142, Dice: 0.2875, MSE: 0.0888
2025-05-14 15:07:34 - INFO - Epoch 37/1000, Loss: 0.3173, Dice: 0.2945, MSE: 0.0757
2025-05-14 15:07:49 - INFO - Epoch 38/1000, Loss: 0.3346, Dice: 0.3086, MSE: 0.0867
2025-05-14 15:08:04 - INFO - Epoch 39/1000, Loss: 0.3281, Dice: 0.3060, MSE: 0.0738
2025-05-14 15:08:18 - INFO - Epoch 40/1000, Loss: 0.2980, Dice: 0.2751, MSE: 0.0764
2025-05-14 15:08:19 - INFO - 模型已保存至: epoch_40.pth
2025-05-14 15:08:34 - INFO - Epoch 41/1000, Loss: 0.3191, Dice: 0.2974, MSE: 0.0725
2025-05-14 15:08:48 - INFO - Epoch 42/1000, Loss: 0.2815, Dice: 0.2574, MSE: 0.0801
2025-05-14 15:09:03 - INFO - Epoch 43/1000, Loss: 0.2534, Dice: 0.2270, MSE: 0.0880
2025-05-14 15:09:18 - INFO - Epoch 44/1000, Loss: 0.2749, Dice: 0.2503, MSE: 0.0822
2025-05-14 15:09:32 - INFO - Epoch 45/1000, Loss: 0.3366, Dice: 0.3082, MSE: 0.0945
2025-05-14 15:09:46 - INFO - Epoch 46/1000, Loss: 0.3556, Dice: 0.3290, MSE: 0.0886
2025-05-14 15:10:00 - INFO - Epoch 47/1000, Loss: 0.3298, Dice: 0.3078, MSE: 0.0734
2025-05-14 15:10:14 - INFO - Epoch 48/1000, Loss: 0.3213, Dice: 0.2986, MSE: 0.0757
2025-05-14 15:10:27 - INFO - Epoch 49/1000, Loss: 0.2942, Dice: 0.2699, MSE: 0.0812
2025-05-14 15:10:41 - INFO - Epoch 50/1000, Loss: 0.2971, Dice: 0.2721, MSE: 0.0831
2025-05-14 15:10:55 - INFO - Epoch 51/1000, Loss: 0.3102, Dice: 0.2855, MSE: 0.0825
2025-05-14 15:11:09 - INFO - Epoch 52/1000, Loss: 0.3104, Dice: 0.2839, MSE: 0.0885
2025-05-14 15:11:23 - INFO - Epoch 53/1000, Loss: 0.3739, Dice: 0.3480, MSE: 0.0863
2025-05-14 15:11:36 - INFO - Epoch 54/1000, Loss: 0.2872, Dice: 0.2619, MSE: 0.0845
2025-05-14 15:11:50 - INFO - Epoch 55/1000, Loss: 0.3448, Dice: 0.3204, MSE: 0.0812
2025-05-14 15:12:04 - INFO - Epoch 56/1000, Loss: 0.3059, Dice: 0.2799, MSE: 0.0865
2025-05-14 15:12:18 - INFO - Epoch 57/1000, Loss: 0.3249, Dice: 0.2884, MSE: 0.1215
2025-05-14 15:12:31 - INFO - Epoch 58/1000, Loss: 0.4354, Dice: 0.4082, MSE: 0.0905
2025-05-14 15:12:45 - INFO - Epoch 59/1000, Loss: 0.3625, Dice: 0.3349, MSE: 0.0921
2025-05-14 15:12:59 - INFO - Epoch 60/1000, Loss: 0.3732, Dice: 0.3432, MSE: 0.0999
2025-05-14 15:13:00 - INFO - 模型已保存至: epoch_60.pth
2025-05-14 15:13:13 - INFO - Epoch 61/1000, Loss: 0.3187, Dice: 0.2836, MSE: 0.1169
2025-05-14 15:13:27 - INFO - Epoch 62/1000, Loss: 0.2944, Dice: 0.2615, MSE: 0.1095
2025-05-14 15:13:40 - INFO - Epoch 63/1000, Loss: 0.3009, Dice: 0.2644, MSE: 0.1215
2025-05-14 15:13:54 - INFO - Epoch 64/1000, Loss: 0.3422, Dice: 0.3099, MSE: 0.1078
2025-05-14 15:14:08 - INFO - Epoch 65/1000, Loss: 0.3359, Dice: 0.3052, MSE: 0.1023
2025-05-14 15:14:22 - INFO - Epoch 66/1000, Loss: 0.2844, Dice: 0.2507, MSE: 0.1123
2025-05-14 15:14:35 - INFO - Epoch 67/1000, Loss: 0.2974, Dice: 0.2597, MSE: 0.1256
2025-05-14 15:14:49 - INFO - Epoch 68/1000, Loss: 0.2767, Dice: 0.2401, MSE: 0.1220
