2025-07-10 20:34:21 - INFO - Logging is set up.
2025-07-10 20:34:21 - INFO - 训练配置参数:
{'seed': 42, 'epochs': 1000, 'batch_size': 2, 'num_classes': 16, 'learning_rate': 0.001, 'dataset_path': './datasets/Amos', 'log_path': './result/SAM3D_VNet_SSL/Amos_90_SemiSupervised_V15_1/Training.log', 'pth_path': './result/SAM3D_VNet_SSL/Amos_90_SemiSupervised_V15_1/Pth', 'tensorboard_path': './result/SAM3D_VNet_SSL/Amos_90_SemiSupervised_V15_1/Train', 'continue_train': False, 'multi_gpu': True, 'training_label_num': 90, 'training_unlabel_num': 90, 'label_bs': 1, 'unlabel_bs': 1, 'consistency_weight': 0.3, 'pretrained_weights': './result/VNet_Multi_V3/Amos_90/Pth/Best.pth'}
2025-07-10 20:34:22 - INFO - 数据集加载完成，样本总数: 180
2025-07-10 20:34:23 - INFO - 使用 2 个GPU
2025-07-10 20:34:23 - INFO - 模型总参数: 167,640,398
2025-07-10 20:34:23 - INFO - 可训练参数: 167,640,398
2025-07-10 20:37:36 - INFO - Epoch 1/1000, Loss: 5.2063, Dice: 5.2052, MSE: 0.0034
2025-07-10 20:40:49 - INFO - Epoch 2/1000, Loss: 4.2818, Dice: 4.2762, MSE: 0.0187
2025-07-10 20:44:03 - INFO - Epoch 3/1000, Loss: 3.9876, Dice: 3.9779, MSE: 0.0323
2025-07-10 20:47:16 - INFO - Epoch 4/1000, Loss: 3.8443, Dice: 3.8333, MSE: 0.0366
2025-07-10 20:50:30 - INFO - Epoch 5/1000, Loss: 3.7807, Dice: 3.7697, MSE: 0.0367
2025-07-10 20:53:44 - INFO - Epoch 6/1000, Loss: 3.7058, Dice: 3.6946, MSE: 0.0373
2025-07-10 20:56:57 - INFO - Epoch 7/1000, Loss: 3.6286, Dice: 3.6173, MSE: 0.0377
2025-07-10 21:00:11 - INFO - Epoch 8/1000, Loss: 3.5820, Dice: 3.5711, MSE: 0.0360
2025-07-10 21:03:24 - INFO - Epoch 9/1000, Loss: 3.5052, Dice: 3.4944, MSE: 0.0359
2025-07-10 21:06:38 - INFO - Epoch 10/1000, Loss: 3.4444, Dice: 3.4341, MSE: 0.0343
2025-07-10 21:09:52 - INFO - Epoch 11/1000, Loss: 3.3897, Dice: 3.3795, MSE: 0.0340
2025-07-10 21:13:05 - INFO - Epoch 12/1000, Loss: 3.2400, Dice: 3.2302, MSE: 0.0325
2025-07-10 21:16:19 - INFO - Epoch 13/1000, Loss: 3.1192, Dice: 3.1097, MSE: 0.0315
2025-07-10 21:19:33 - INFO - Epoch 14/1000, Loss: 3.0215, Dice: 3.0128, MSE: 0.0291
2025-07-10 21:22:46 - INFO - Epoch 15/1000, Loss: 2.9130, Dice: 2.9048, MSE: 0.0271
2025-07-10 21:26:00 - INFO - Epoch 16/1000, Loss: 2.8204, Dice: 2.8128, MSE: 0.0252
2025-07-10 21:29:14 - INFO - Epoch 17/1000, Loss: 2.7321, Dice: 2.7251, MSE: 0.0233
2025-07-10 21:32:28 - INFO - Epoch 18/1000, Loss: 2.6601, Dice: 2.6536, MSE: 0.0218
2025-07-10 21:35:41 - INFO - Epoch 19/1000, Loss: 2.5845, Dice: 2.5783, MSE: 0.0205
2025-07-10 21:38:55 - INFO - Epoch 20/1000, Loss: 2.5054, Dice: 2.4995, MSE: 0.0196
2025-07-10 21:38:57 - INFO - 模型已保存至: epoch_20.pth
2025-07-10 21:42:11 - INFO - Epoch 21/1000, Loss: 2.4681, Dice: 2.4626, MSE: 0.0182
2025-07-10 21:45:25 - INFO - Epoch 22/1000, Loss: 2.3781, Dice: 2.3729, MSE: 0.0174
2025-07-10 21:48:39 - INFO - Epoch 23/1000, Loss: 2.3610, Dice: 2.3561, MSE: 0.0164
2025-07-10 21:51:53 - INFO - Epoch 24/1000, Loss: 2.3092, Dice: 2.3045, MSE: 0.0156
2025-07-10 21:55:06 - INFO - Epoch 25/1000, Loss: 2.2262, Dice: 2.2217, MSE: 0.0149
2025-07-10 21:58:20 - INFO - Epoch 26/1000, Loss: 2.1937, Dice: 2.1895, MSE: 0.0138
2025-07-10 22:01:34 - INFO - Epoch 27/1000, Loss: 2.1586, Dice: 2.1546, MSE: 0.0133
2025-07-10 22:04:48 - INFO - Epoch 28/1000, Loss: 2.1195, Dice: 2.1157, MSE: 0.0129
2025-07-10 22:08:01 - INFO - Epoch 29/1000, Loss: 2.0848, Dice: 2.0811, MSE: 0.0124
2025-07-10 22:11:15 - INFO - Epoch 30/1000, Loss: 2.0394, Dice: 2.0358, MSE: 0.0121
2025-07-10 22:14:29 - INFO - Epoch 31/1000, Loss: 2.0024, Dice: 1.9988, MSE: 0.0119
2025-07-10 22:17:43 - INFO - Epoch 32/1000, Loss: 1.9663, Dice: 1.9628, MSE: 0.0118
2025-07-10 22:20:57 - INFO - Epoch 33/1000, Loss: 1.9419, Dice: 1.9385, MSE: 0.0115
2025-07-10 22:24:11 - INFO - Epoch 34/1000, Loss: 1.9221, Dice: 1.9187, MSE: 0.0114
2025-07-10 22:27:24 - INFO - Epoch 35/1000, Loss: 1.8745, Dice: 1.8711, MSE: 0.0113
2025-07-10 22:30:38 - INFO - Epoch 36/1000, Loss: 1.8627, Dice: 1.8593, MSE: 0.0112
2025-07-10 22:33:52 - INFO - Epoch 37/1000, Loss: 1.8438, Dice: 1.8405, MSE: 0.0111
2025-07-10 22:37:06 - INFO - Epoch 38/1000, Loss: 1.8109, Dice: 1.8075, MSE: 0.0111
2025-07-10 22:40:20 - INFO - Epoch 39/1000, Loss: 1.8397, Dice: 1.8364, MSE: 0.0109
2025-07-10 22:43:34 - INFO - Epoch 40/1000, Loss: 1.7698, Dice: 1.7665, MSE: 0.0110
2025-07-10 22:43:36 - INFO - 模型已保存至: epoch_40.pth
2025-07-10 22:46:50 - INFO - Epoch 41/1000, Loss: 1.7321, Dice: 1.7288, MSE: 0.0112
2025-07-10 22:50:04 - INFO - Epoch 42/1000, Loss: 1.7299, Dice: 1.7265, MSE: 0.0112
2025-07-10 22:53:18 - INFO - Epoch 43/1000, Loss: 1.6954, Dice: 1.6921, MSE: 0.0112
2025-07-10 22:56:32 - INFO - Epoch 44/1000, Loss: 1.6972, Dice: 1.6938, MSE: 0.0113
2025-07-10 22:59:46 - INFO - Epoch 45/1000, Loss: 1.6615, Dice: 1.6581, MSE: 0.0113
2025-07-10 23:02:59 - INFO - Epoch 46/1000, Loss: 1.6657, Dice: 1.6623, MSE: 0.0112
2025-07-10 23:06:13 - INFO - Epoch 47/1000, Loss: 1.6324, Dice: 1.6290, MSE: 0.0113
2025-07-10 23:09:27 - INFO - Epoch 48/1000, Loss: 1.6306, Dice: 1.6273, MSE: 0.0113
2025-07-10 23:12:41 - INFO - Epoch 49/1000, Loss: 1.6103, Dice: 1.6069, MSE: 0.0113
2025-07-10 23:15:55 - INFO - Epoch 50/1000, Loss: 1.6034, Dice: 1.6000, MSE: 0.0113
2025-07-10 23:19:09 - INFO - Epoch 51/1000, Loss: 1.5776, Dice: 1.5742, MSE: 0.0114
2025-07-10 23:22:23 - INFO - Epoch 52/1000, Loss: 1.5877, Dice: 1.5843, MSE: 0.0113
2025-07-10 23:25:37 - INFO - Epoch 53/1000, Loss: 1.5499, Dice: 1.5465, MSE: 0.0112
2025-07-10 23:28:51 - INFO - Epoch 54/1000, Loss: 1.5510, Dice: 1.5476, MSE: 0.0113
2025-07-10 23:32:05 - INFO - Epoch 55/1000, Loss: 1.5397, Dice: 1.5363, MSE: 0.0113
2025-07-10 23:35:18 - INFO - Epoch 56/1000, Loss: 1.5439, Dice: 1.5405, MSE: 0.0113
2025-07-10 23:38:32 - INFO - Epoch 57/1000, Loss: 1.5193, Dice: 1.5159, MSE: 0.0114
2025-07-10 23:41:46 - INFO - Epoch 58/1000, Loss: 1.4937, Dice: 1.4903, MSE: 0.0113
2025-07-10 23:45:00 - INFO - Epoch 59/1000, Loss: 1.5237, Dice: 1.5203, MSE: 0.0114
2025-07-10 23:48:14 - INFO - Epoch 60/1000, Loss: 1.4783, Dice: 1.4749, MSE: 0.0113
2025-07-10 23:48:16 - INFO - 模型已保存至: epoch_60.pth
2025-07-10 23:51:30 - INFO - Epoch 61/1000, Loss: 1.4707, Dice: 1.4673, MSE: 0.0114
2025-07-10 23:54:44 - INFO - Epoch 62/1000, Loss: 1.4616, Dice: 1.4582, MSE: 0.0114
2025-07-10 23:57:58 - INFO - Epoch 63/1000, Loss: 1.4475, Dice: 1.4441, MSE: 0.0113
2025-07-11 00:01:12 - INFO - Epoch 64/1000, Loss: 1.4349, Dice: 1.4315, MSE: 0.0113
2025-07-11 00:04:25 - INFO - Epoch 65/1000, Loss: 1.4383, Dice: 1.4349, MSE: 0.0113
2025-07-11 00:07:39 - INFO - Epoch 66/1000, Loss: 1.4780, Dice: 1.4746, MSE: 0.0113
2025-07-11 00:10:53 - INFO - Epoch 67/1000, Loss: 1.4415, Dice: 1.4382, MSE: 0.0112
2025-07-11 00:14:07 - INFO - Epoch 68/1000, Loss: 1.4181, Dice: 1.4147, MSE: 0.0112
2025-07-11 00:17:21 - INFO - Epoch 69/1000, Loss: 1.4168, Dice: 1.4134, MSE: 0.0114
2025-07-11 00:20:35 - INFO - Epoch 70/1000, Loss: 1.4106, Dice: 1.4072, MSE: 0.0112
2025-07-11 00:23:48 - INFO - Epoch 71/1000, Loss: 1.4326, Dice: 1.4292, MSE: 0.0113
2025-07-11 00:27:02 - INFO - Epoch 72/1000, Loss: 1.3964, Dice: 1.3930, MSE: 0.0112
2025-07-11 00:30:16 - INFO - Epoch 73/1000, Loss: 1.3876, Dice: 1.3842, MSE: 0.0113
2025-07-11 00:33:30 - INFO - Epoch 74/1000, Loss: 1.3775, Dice: 1.3741, MSE: 0.0113
2025-07-11 00:36:44 - INFO - Epoch 75/1000, Loss: 1.3922, Dice: 1.3889, MSE: 0.0112
2025-07-11 00:39:57 - INFO - Epoch 76/1000, Loss: 1.3747, Dice: 1.3713, MSE: 0.0112
2025-07-11 00:43:11 - INFO - Epoch 77/1000, Loss: 1.3645, Dice: 1.3611, MSE: 0.0112
