2025-05-10 23:53:36 - INFO - Logging is set up.
2025-05-10 23:53:36 - INFO - 训练配置参数:
{'seed': 42, 'epochs': 1000, 'batch_size': 5, 'num_classes': 2, 'learning_rate': 0.001, 'dataset_path': './datasets/LA', 'log_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V9/Training.log', 'pth_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V9/Pth', 'tensorboard_path': './result/SAM3D_VNet_SSL/LA_16_SemiSupervised_V9/Train', 'continue_train': False, 'multi_gpu': True, 'training_label_num': 16, 'training_unlabel_num': 64, 'label_bs': 1, 'unlabel_bs': 4, 'consistency_weight': 0.3, 'pretrained_weights': None}
2025-05-10 23:53:38 - INFO - 使用 2 个GPU
2025-05-10 23:53:38 - INFO - 模型总参数: 115,813,347
2025-05-10 23:53:38 - INFO - 可训练参数: 115,813,347
2025-05-10 23:54:18 - INFO - Epoch 1/1000, Loss: 0.9214, Dice: 0.8990, MSE: 0.0747
2025-05-10 23:54:54 - INFO - Epoch 2/1000, Loss: 0.8514, Dice: 0.8429, MSE: 0.0285
2025-05-10 23:55:28 - INFO - Epoch 3/1000, Loss: 0.8304, Dice: 0.8240, MSE: 0.0216
2025-05-10 23:56:03 - INFO - Epoch 4/1000, Loss: 0.8437, Dice: 0.8402, MSE: 0.0116
2025-05-10 23:56:37 - INFO - Epoch 5/1000, Loss: 0.8297, Dice: 0.8259, MSE: 0.0126
2025-05-10 23:57:10 - INFO - Epoch 6/1000, Loss: 0.8405, Dice: 0.8364, MSE: 0.0137
2025-05-10 23:57:46 - INFO - Epoch 7/1000, Loss: 0.8307, Dice: 0.8270, MSE: 0.0121
2025-05-10 23:58:22 - INFO - Epoch 8/1000, Loss: 0.8209, Dice: 0.8183, MSE: 0.0090
2025-05-10 23:58:57 - INFO - Epoch 9/1000, Loss: 0.8252, Dice: 0.8224, MSE: 0.0095
2025-05-10 23:59:32 - INFO - Epoch 10/1000, Loss: 0.8233, Dice: 0.8206, MSE: 0.0092
2025-05-11 00:00:07 - INFO - Epoch 11/1000, Loss: 0.8201, Dice: 0.8172, MSE: 0.0097
2025-05-11 00:00:41 - INFO - Epoch 12/1000, Loss: 0.8326, Dice: 0.8306, MSE: 0.0067
2025-05-11 00:01:15 - INFO - Epoch 13/1000, Loss: 0.8228, Dice: 0.8202, MSE: 0.0086
2025-05-11 00:01:50 - INFO - Epoch 14/1000, Loss: 0.8191, Dice: 0.8173, MSE: 0.0058
2025-05-11 00:02:24 - INFO - Epoch 15/1000, Loss: 0.8229, Dice: 0.8207, MSE: 0.0073
2025-05-11 00:02:59 - INFO - Epoch 16/1000, Loss: 0.8149, Dice: 0.8132, MSE: 0.0057
2025-05-11 00:03:33 - INFO - Epoch 17/1000, Loss: 0.8135, Dice: 0.8121, MSE: 0.0047
2025-05-11 00:04:07 - INFO - Epoch 18/1000, Loss: 0.8266, Dice: 0.8246, MSE: 0.0065
2025-05-11 00:04:42 - INFO - Epoch 19/1000, Loss: 0.8251, Dice: 0.8236, MSE: 0.0048
2025-05-11 00:05:16 - INFO - Epoch 20/1000, Loss: 0.8173, Dice: 0.8158, MSE: 0.0049
2025-05-11 00:05:18 - INFO - 模型已保存至: epoch_20.pth
2025-05-11 00:05:45 - INFO - Epoch 21/1000, Loss: 0.8210, Dice: 0.8192, MSE: 0.0059
2025-05-11 00:06:19 - INFO - Epoch 22/1000, Loss: 0.8074, Dice: 0.8062, MSE: 0.0037
2025-05-11 00:06:54 - INFO - Epoch 23/1000, Loss: 0.8140, Dice: 0.8126, MSE: 0.0048
2025-05-11 00:07:29 - INFO - Epoch 24/1000, Loss: 0.8200, Dice: 0.8182, MSE: 0.0061
2025-05-11 00:08:04 - INFO - Epoch 25/1000, Loss: 0.8187, Dice: 0.8169, MSE: 0.0062
2025-05-11 00:08:39 - INFO - Epoch 26/1000, Loss: 0.8077, Dice: 0.8066, MSE: 0.0037
2025-05-11 00:09:14 - INFO - Epoch 27/1000, Loss: 0.8119, Dice: 0.8105, MSE: 0.0047
2025-05-11 00:09:49 - INFO - Epoch 28/1000, Loss: 0.8156, Dice: 0.8143, MSE: 0.0044
2025-05-11 00:10:24 - INFO - Epoch 29/1000, Loss: 0.8108, Dice: 0.8092, MSE: 0.0052
2025-05-11 00:10:58 - INFO - Epoch 30/1000, Loss: 0.8165, Dice: 0.8154, MSE: 0.0037
2025-05-11 00:11:33 - INFO - Epoch 31/1000, Loss: 0.8120, Dice: 0.8112, MSE: 0.0027
2025-05-11 00:12:08 - INFO - Epoch 32/1000, Loss: 0.8094, Dice: 0.8085, MSE: 0.0028
2025-05-11 00:12:43 - INFO - Epoch 33/1000, Loss: 0.8017, Dice: 0.8008, MSE: 0.0030
2025-05-11 00:13:18 - INFO - Epoch 34/1000, Loss: 0.8067, Dice: 0.8058, MSE: 0.0032
2025-05-11 00:13:52 - INFO - Epoch 35/1000, Loss: 0.8115, Dice: 0.8105, MSE: 0.0033
2025-05-11 00:14:27 - INFO - Epoch 36/1000, Loss: 0.8206, Dice: 0.8192, MSE: 0.0046
2025-05-11 00:14:57 - INFO - Epoch 37/1000, Loss: 0.8235, Dice: 0.8220, MSE: 0.0048
2025-05-11 00:15:32 - INFO - Epoch 38/1000, Loss: 0.8253, Dice: 0.8246, MSE: 0.0024
2025-05-11 00:16:07 - INFO - Epoch 39/1000, Loss: 0.8148, Dice: 0.8137, MSE: 0.0038
2025-05-11 00:16:42 - INFO - Epoch 40/1000, Loss: 0.8301, Dice: 0.8285, MSE: 0.0053
2025-05-11 00:16:44 - INFO - 模型已保存至: epoch_40.pth
2025-05-11 00:17:19 - INFO - Epoch 41/1000, Loss: 0.8241, Dice: 0.8228, MSE: 0.0045
2025-05-11 00:17:53 - INFO - Epoch 42/1000, Loss: 0.8205, Dice: 0.8191, MSE: 0.0047
2025-05-11 00:18:26 - INFO - Epoch 43/1000, Loss: 0.8312, Dice: 0.8295, MSE: 0.0055
2025-05-11 00:19:00 - INFO - Epoch 44/1000, Loss: 0.8139, Dice: 0.8129, MSE: 0.0033
2025-05-11 00:19:33 - INFO - Epoch 45/1000, Loss: 0.8168, Dice: 0.8160, MSE: 0.0028
2025-05-11 00:20:06 - INFO - Epoch 46/1000, Loss: 0.8086, Dice: 0.8076, MSE: 0.0035
2025-05-11 00:20:39 - INFO - Epoch 47/1000, Loss: 0.8236, Dice: 0.8227, MSE: 0.0028
2025-05-11 00:21:11 - INFO - Epoch 48/1000, Loss: 0.8057, Dice: 0.8053, MSE: 0.0012
2025-05-11 00:21:44 - INFO - Epoch 49/1000, Loss: 0.8174, Dice: 0.8170, MSE: 0.0013
